ConfJournal_id,titre_publication,chercheur_id,date_publication,lien,nombre_pages,nombre_volumes
ieeeIA,An optimized self-organized approach to manage communication in wireless instrumentation systems.,2000057,2011,https://dblp.org/rec/conf/ieeeIA/HamaniJOK11,54-61,
jfsma,Ant-MWAC : Une approche conjointe multi-agent et colonie de fourmis pour gérer les communications dans les réseaux de capteurs sans fil.,2000057,2011,https://dblp.org/rec/conf/jfsma/HamaniJOK11,85-94,
wd,Efficient adaptive failure detection for Query/Response based wireless sensor networks.,2000057,2011,https://dblp.org/rec/conf/wd/BenhamidaCK11,1-6,
medes,An ACO/MAS joint approach to manage communications in wireless sensor networks.,2000057,2009,https://dblp.org/rec/conf/medes/HamaniJKO09,332-339,
amc,Using artificial bees to solve partitioning and scheduling problems in codesign.,2000057,2007,https://dblp.org/rec/journals/amc/KoudilBTS07,1710-1722,186
amc,AntPart: an algorithm for the unsupervised classification problem using ants.,2000057,2006,https://dblp.org/rec/journals/amc/AdmaneBKSM06,16-28,180
iwinac,Using Bees to Solve a Data-Mining Problem Expressed as a Max-Sat One.,2000057,2005,https://dblp.org/rec/conf/iwinac/BenatchbaAK05,212-220,
iwinac,Solving Partitioning Problem in Codesign with Ant Colonies.,2000057,2005,https://dblp.org/rec/conf/iwinac/KoudilBGH05,324-337,
smc,Using ant colonies to solve data-mining problems.,2000057,2004,https://dblp.org/rec/conf/smc/AdmaneBKDGH04,3151-3157,
iwann,Using Genetic Algorithms for Solving Partitioning Problem in Codesign.,2000057,2003,https://dblp.org/rec/conf/iwann/KoudilBD03,393-400,
iotj,Cooperative Deep Reinforcement Learning for Dynamic Pollution Plume Monitoring Using a Drone Fleet.,2000020,2024,https://dblp.org/rec/journals/iotj/AssenineBMRB24,7325-7338,11
corr,LOOPer: A Learned Automatic Code Optimizer For Polyhedral Compilers.,2000020,2024,https://dblp.org/rec/journals/corr/abs-2403-11522,,abs/2403.11522
access,Deep Learning-Based Gender Classification by Training With Fake Data.,2000020,2023,https://dblp.org/rec/journals/access/OuladKaddourHVPBC23,120766-120779,11
hai,Enhancing Explanaibility in AI: Food Recommender System Use Case.,2000020,2023,https://dblp.org/rec/conf/hai/TessaAFTBN23,395-397,
iccci,A Fitness Approximation Assisted Hyper-heuristic for the Permutation Flowshop Problem.,2000020,2023,https://dblp.org/rec/conf/iccci/CherreredMBT23,534-545,
ictai,On data selection for the energy efficiency of neural networks: Towards a new solution based on a dynamic selectivity ratio.,2000020,2023,https://dblp.org/rec/conf/ictai/BoumendilBB23,325-332,
iwann,Offline Substitution Machine Learning Model for the Prediction of Fitness of GA-ARM.,2000020,2023,https://dblp.org/rec/conf/iwann/HamdadLABS23,130-142,
kes,An Analysis of Effective Per-instance Tailored GAs for the Permutation Flowshop Scheduling Problem.,2000020,2023,https://dblp.org/rec/conf/kes/BachaTB23,3958-3966,
kes,Fitness Approximation Surrogate-assisted Hyper-heuristic for the Permutation Flowshop Problem.,2000020,2023,https://dblp.org/rec/conf/kes/MekkiCTB23,4043-4054,
asc,Adaptive search space to generate a per-instance genetic algorithm for the permutation flow shop problem.,2000020,2022,https://dblp.org/rec/journals/asc/BachaBT22,109079,124
asunam,A Hybrid Artificial Bee Colony Algorithm with Simulated Annealing for Enhanced Community Detection in Social Networks.,2000020,2022,https://dblp.org/rec/conf/asunam/DakicheBTSB22,104-108,
corr,Progress Report: A Deep Learning Guided Exploration of Affine Unimodular Loop Transformations.,2000020,2022,https://dblp.org/rec/journals/corr/abs-2206-03684,,abs/2206.03684
iet-bmt,Optimized multi-biometric enhancement analysis.,2000020,2021,https://dblp.org/rec/journals/iet-bmt/ArtabazSBK21,326-341,10
ijbic,Performance assessment of biogeography-based multi-objective algorithm for frequency assignment problem.,2000020,2021,https://dblp.org/rec/journals/ijbic/DaoudiBBH21,199-209,18
ngc,Tailored Network Splitting for Community Evolution Prediction in Dynamic Social Networks.,2000020,2021,https://dblp.org/rec/journals/ngc/DakicheTBS21,303-340,39
sncs,Association Rules Mining.,2000020,2021,https://dblp.org/rec/journals/sncs/HamdadB21,449,2
mlsys,A Deep Learning Based Cost Model for Automatic Code Optimization.,2000020,2021,https://dblp.org/rec/conf/mlsys/BaghdadiMLAABA21,,
simultech,EPredictor: An Experimental Platform for Community Evolution Prediction Tests.,2000020,2021,https://dblp.org/rec/conf/simultech/DakicheTBSKC21,295-302,
webist,Impact of Tailored Network Splitting and Community Features' Change Rates on Prediction Accuracy in Dynamic Social Networks.,2000020,2021,https://dblp.org/rec/conf/webist/DakicheBTS21,95-102,
corr,A Deep Learning Based Cost Model for Automatic Code Optimization.,2000020,2021,https://dblp.org/rec/journals/corr/abs-2104-04955,,abs/2104.04955
ijcse,Two-level parallel CPU/GPU-based genetic algorithm for association rule mining.,2000020,2020,https://dblp.org/rec/journals/ijcse/HamdadOBB20,335-345,22
memetic,Feature selection based bee swarm meta-heuristic approach for combinatorial optimisation problems: a case-study on MaxSAT.,2000020,2020,https://dblp.org/rec/journals/memetic/SadegHCBHK20,283-298,12
aciids,Solving the Unrelated Parallel Machine Scheduling Problem with Setups Using Late Acceptance Hill Climbing.,2000020,2020,https://dblp.org/rec/conf/aciids/TerziAYB20,249-258,
misc,Meta-learning to Select the Best Metaheuristic for the MaxSAT Problem.,2000020,2020,https://dblp.org/rec/conf/misc/SadegHKBH20,122-135,
ipm,Tracking community evolution in social networks: A survey.,2000020,2019,https://dblp.org/rec/journals/ipm/DakicheTSB19,1084-1102,56
brain,Evaluation of Identity Information Loss in EEG-Based Biometric Systems.,2000020,2019,https://dblp.org/rec/conf/brain/BoubakeurWLB19,201-211,
iecon,Matching Similarity Scores for a Minutiae-based Palmprint Recognition.,2000020,2019,https://dblp.org/rec/conf/iecon/FaisalBK19,132-137,
iecon,Induction Machines Bearing Failures Detection and Diagnosis using Variable Neighborhood Search.,2000020,2019,https://dblp.org/rec/conf/iecon/KhamoudjTBB19,6010-6015,
iwann,Impact of Genetic Algorithms Operators on Association Rules Extraction.,2000020,2019,https://dblp.org/rec/conf/iwann/HamdadBBO19,747-759,
iwann,Unsupervised Learning Bee Swarm Optimization Metaheuristic.,2000020,2019,https://dblp.org/rec/conf/iwann/SadegHHABH19,773-784,
iwann,QBSO-FS: A Reinforcement Learning Based Bee Swarm Optimization Metaheuristic for Feature Selection.,2000020,2019,https://dblp.org/rec/conf/iwann/SadegHRKBH19,785-796,
kes,A New Hyper-Heuristic to Generate Effective Instance GA for the Permutation Flow Shop Problem.,2000020,2019,https://dblp.org/rec/conf/kes/BachaBBT19,1365-1374,
sac,Community evolution prediction in dynamic social networks using community features' change rates.,2000020,2019,https://dblp.org/rec/conf/sac/DakicheTSB19,2078-2085,
or,Game theory-based integration of scheduling with flexible and periodic maintenance planning in the permutation flowshop sequencing problem.,2000020,2018,https://dblp.org/rec/journals/or/TayebBM18,221-255,18
ciia,Basketball Analytics. Data Mining for Acquiring Performances.,2000020,2018,https://dblp.org/rec/conf/ciia/HamdadBBC18,13-24,
ciia,Similarity Measures for Spatial Clustering.,2000020,2018,https://dblp.org/rec/conf/ciia/HamdadBIM18,25-36,
fuzzIEEE,Sensitive Analysis of Timeframe Type and Size Impact on Community Evolution Prediction.,2000020,2018,https://dblp.org/rec/conf/fuzzIEEE/DakicheTSB18,1-8,
ntms,Chaff-Points Generation Method Based on Adaptive Genetic Algorithms and Non-Fixed Size Squares Boundaries for Resource Constrained Devices.,2000020,2018,https://dblp.org/rec/conf/ntms/DellysBSC18,1-4,
asc,A new MPPT controller based on the Ant colony optimization algorithm for Photovoltaic systems under partial shading conditions.,2000020,2017,https://dblp.org/rec/journals/asc/TitriLYB17,465-479,58
telsys,Adaptive and dual data-communication trust scheme for clustered wireless sensor networks.,2000020,2017,https://dblp.org/rec/journals/telsys/TalbiKBB17,605-619,65
iecon,Classical mechanics-inspired optimization metaheuristic for induction machines bearing failures detection and diagnosis.,2000020,2017,https://dblp.org/rec/conf/iecon/KhamoudjTBB17,3803-3808,
jaihc,Efficient distributed discovery and composition of OWL-S process model in P2P systems.,2000020,2016,https://dblp.org/rec/journals/jaihc/BoukhadraBB16,187-203,7
his,Chaff-Points Generation Using Knapsack Problem Resolution in Fingerprint Fuzzy Vault.,2000020,2016,https://dblp.org/rec/conf/his/DellysSABK16,507-516,
icsibo,Classical Mechanics Optimization for Image Segmentation.,2000020,2016,https://dblp.org/rec/conf/icsibo/KhamoudjBK16,102-110,
idc,A Dynamic Model to enhance the Distributed Discovery of services in P2P Overlay Networks.,2000020,2016,https://dblp.org/rec/conf/idc/BoukhadraBB16,13-22,
isda,Multibiometrics Enhancement Using Quality Measurement in Score Level Fusion.,2000020,2016,https://dblp.org/rec/conf/isda/ArtabazSDBK16,260-267,
mcsoc,Heuristic Based Routing Algorithm for Network on Chip.,2000020,2016,https://dblp.org/rec/conf/mcsoc/GabisSBKB16,39-45,
3pgcic,Towards Efficient and Effective Distributed Discovery of SWs in P2P Overlay Networks.,2000020,2015,https://dblp.org/rec/conf/3pgcic/BoukhadraBB15,77-84,
acii,Multitasking in emotion modelling: Attention Control.,2000020,2015,https://dblp.org/rec/conf/acii/SidoumouTPBB15,308-314,
cdc,Game theoretic modelling of the integrated production and preventive maintenance scheduling problem in permutation flowshops.,2000020,2015,https://dblp.org/rec/conf/cdc/TayebMB15,5184-5189,
ciia,Region-Edge Cooperation for Image Segmentation Using Game Theory.,2000020,2015,https://dblp.org/rec/conf/ciia/BoudraaB15,515-526,
dcai,Efficient P2P Approach for a Better Automation of the Distributed Discovery of SWs.,2000020,2015,https://dblp.org/rec/conf/dcai/BoukhadraBB15,277-284,
fnc,Similarity Flooding for Efficient Distributed Discovery of OWL-S Process Model in P2P Networks.,2000020,2015,https://dblp.org/rec/conf/fnc/BoukhadraBB15,317-324,
globecom,Adaptive Data-Communication Trust Mechanism for Clustered Wireless Sensor Networks.,2000020,2015,https://dblp.org/rec/conf/globecom/TalbiKBB15,1-6,
idt,A bi-objective heuristic for heterogeneous MPSoC design space exploration.,2000020,2015,https://dblp.org/rec/conf/idt/MediouniNBBK15,90-95,
ivic,Score Level Fusion Scheme in Hybrid Multibiometric System.,2000020,2015,https://dblp.org/rec/conf/ivic/ArtabazSBDK15,166-177,
ivic,A Critical Comparison of Fingerprint Fuzzy Vault Techniques.,2000020,2015,https://dblp.org/rec/conf/ivic/DellysBBSBAK15,178-188,
iwann,BSO-FS: Bee Swarm Optimization for Feature Selection in Classification.,2000020,2015,https://dblp.org/rec/conf/iwann/SadegHBH15,387-399,
simultech,Artificial Financial Market - Risk Analysis Approach.,2000020,2015,https://dblp.org/rec/conf/simultech/HedjaziAB15,359-366,
IEEEias,Extraction method of Region of Interest from hand palm: Application with contactless and touchable devices.,2000020,2014,https://dblp.org/rec/conf/IEEEias/ArtabazBKNB14,77-82,
hpcc,Hybrid Ontology-Based Matching for Distributed Discovery of SWS in P2P Systems.,2000020,2014,https://dblp.org/rec/conf/hpcc/BoukhadraBB14,896-903,
nbis,Ranked Matching of OWL-S Process Model for Distributed Discovery of SWs in P2P Systems.,2000020,2014,https://dblp.org/rec/conf/nbis/BoukhadraBB14,106-113,
ijspm,Multi-agent financial market simulation: evolutionist approach.,2000020,2013,https://dblp.org/rec/journals/ijspm/HedjaziAAB13,185-199,8
3pgcic,HPS5DSWS: A Hybrid P2P Strategy of the Distributed Discovery Mechanism for Semantic Web Services.,2000020,2013,https://dblp.org/rec/conf/3pgcic/BoukhadraBB13,29-36,
hpcc,Parallel B&B Algorithm for Hybrid Multi-core/GPU Architectures.,2000020,2013,https://dblp.org/rec/conf/hpcc/BendjoudiCGMBSM13,914-921,
icitst,DA5DCSWS: A Distributed Architecture for semantic Web services Discovery and Composition.,2000020,2013,https://dblp.org/rec/conf/icitst/BoukhadraBB13,182-187,
iecon,Bees for block matching.,2000020,2013,https://dblp.org/rec/conf/iecon/BoumazouzaSDKB13,2390-2394,
iwinac,Self Organized Biogeography Algorithm for Clustering.,2000020,2013,https://dblp.org/rec/conf/iwinac/HamdadABDB13,396-405,
nicso,A Cooperative Approach Using Ants and Bees for the Graph Coloring Problem.,2000020,2013,https://dblp.org/rec/conf/nicso/BessedikDB13,179-190,
amt,Multi-Agent Liquidity Risk Management in an Interbank Net Settlement System.,2000020,2012,https://dblp.org/rec/conf/amt/HedjaziAAB12,103-114,
cason,Threats models on biometric systems: A comparative study.,2000020,2012,https://dblp.org/rec/conf/cason/NabilKMA12,186-191,
iat,Initial Public Offering (IPO) Pricing Using a Multi-agent System.,2000020,2012,https://dblp.org/rec/conf/iat/HedjaziAAB12,236-242,
icaart,Interbank Payment System (RTGS) Simulation using Multi-agent Approach.,2000020,2012,https://dblp.org/rec/conf/icaart/BadiaaMSK12,362-365,
iscc,A new weighted shortest path tree for convergecast traffic routing in WSN.,2000020,2012,https://dblp.org/rec/conf/iscc/BechkitKCBSB12,187-192,
IEEEicci,An Immune System for the general T-coloring problem.,2000020,2011,https://dblp.org/rec/conf/IEEEicci/MahmoudiBB11,432-437,
icaart,Overhearing in Financial Markets - A Multi-agent Approach.,2000020,2011,https://dblp.org/rec/conf/icaart/BadiaaSMK11,342-350,
amc,Using artificial bees to solve partitioning and scheduling problems in codesign.,2000020,2007,https://dblp.org/rec/journals/amc/KoudilBTS07,1710-1722,186
amc,AntPart: an algorithm for the unsupervised classification problem using ants.,2000020,2006,https://dblp.org/rec/journals/amc/AdmaneBKSM06,16-28,180
iwinac,Using Bees to Solve a Data-Mining Problem Expressed as a Max-Sat One.,2000020,2005,https://dblp.org/rec/conf/iwinac/BenatchbaAK05,212-220,
iwinac,Solving Partitioning Problem in Codesign with Ant Colonies.,2000020,2005,https://dblp.org/rec/conf/iwinac/KoudilBGH05,324-337,
smc,Using ant colonies to solve data-mining problems.,2000020,2004,https://dblp.org/rec/conf/smc/AdmaneBKDGH04,3151-3157,
iwann,Using Genetic Algorithms for Solving Partitioning Problem in Codesign.,2000020,2003,https://dblp.org/rec/conf/iwann/KoudilBD03,393-400,
ejisdc,A spatial data integration and visualization approach for occupational health and safety risks management: Application to Algerian electricity and gas company.,2000044,2023,https://dblp.org/rec/journals/ejisdc/HarounG23,,89
eait,Exploring the emotional aspect in Learner's personal annotation colors.,2000044,2022,https://dblp.org/rec/journals/eait/BoutefaraMG22,6173-6195,27
ijide,Open Data Influence on Digital Governance.,2000044,2022,https://dblp.org/rec/journals/ijide/ZineMZG22,1-11,13
ijssci,Implementing Web and Mobile Applications From Linked Open Data.,2000044,2022,https://dblp.org/rec/journals/ijssci/ZemmouchiGhomariBMG22,1-18,14
jwe,Transformation Approach of Open Web Data to Linked Open Data.,2000044,2021,https://dblp.org/rec/journals/jwe/MehereheraMZG21,1247-1278,20
ijec,Crowdsourcing-Enabled Crisis Collaborative Decision Making.,2000044,2020,https://dblp.org/rec/journals/ijec/BenaliGZL20,49-72,16
eis,"Enabling flexible task compositions, orders and granularities for knowledge-intensive business processes.",2000044,2019,https://dblp.org/rec/journals/eis/SidRG19,376-423,13
eda,Intégrer les LOD dans un cube de données : Transformons une action technique en valeur organisationnelle.,2000044,2019,https://dblp.org/rec/conf/eda/KhouriBGA19,61-76,
medi,Thinking the Incorporation of LOD in Semantic Cubes as a Strategic Decision.,2000044,2019,https://dblp.org/rec/conf/medi/KhouriGA19,287-302,
ciia,Crowdsourced Collaborative Decision Making in Crisis Management: Application to Desert Locust Survey and Control.,2000044,2018,https://dblp.org/rec/conf/ciia/BenaliGZ18,533-545,
intellisys,Agent Based Simulation of Business Model Ontologies Value in Enterprise Context - Application to the Customer Relationship Management.,2000044,2018,https://dblp.org/rec/conf/intellisys/BadsiGZ18,718-736,
ijssmet,A CRM Process Model for Agent-Based Simulation.,2000044,2017,https://dblp.org/rec/journals/ijssmet/BadsiGZ17,56-82,8
icebe,Business Process Integration: How to Achieve Interoperability through Process Patterns.,2000044,2017,https://dblp.org/rec/conf/icebe/AouachriaLGGH17,109-117,
icete,Process Adaptation Patterns for Cross-Organizational Business Process Modeling.,2000044,2017,https://dblp.org/rec/conf/icete/AouachriaLG17,124-129,
iscram,Towards a Crowdsourcing-based Approach to enhance Decision Making in Collaborative Crisis Management.,2000044,2017,https://dblp.org/rec/conf/iscram/BenaliG17,,
ict-dm,Information and knowledge driven collaborative crisis management: A literature review.,2000044,2016,https://dblp.org/rec/conf/ict-dm/BenaliG16,1-3,
ijbis,How to measure business value of business model ontologies? A proposal.,2000044,2015,https://dblp.org/rec/journals/ijbis/BadsiZG15,241-264,19
iciip,Towards a Repository for the Reuse of Business Process Models from a Requirements Analysis Perspective.,2000044,2015,https://dblp.org/rec/conf/iciip/AouachriaGS15,30:1-30:5,
ijws,"Ontology versus terminology, from the perspective of ontologists.",2000044,2012,https://dblp.org/rec/journals/ijws/Zemmouchi-GhomariG12,315-331,1
cisis,A Comparative Study: Syntactic versus Semantic Matching Systems.,2000044,2009,https://dblp.org/rec/conf/cisis/GhomariG09,700-704,
sitis,Reference Ontology.,2000044,2009,https://dblp.org/rec/conf/sitis/Zemmouchi-GhomariG09,485-491,
ecs,Business Knowledge Acquisition Methodological Approach.,2000044,2007,https://dblp.org/rec/journals/ecs/GhomariCA07,,29
ijseke,An Adaptive Semantic Annotation Tool for Teachers Based on Context-Aware and Internet of Things.,2000032,2023,https://dblp.org/rec/journals/ijseke/BensattalahCN23,1355-1385,33
jksucis,MDA4SOA,2000032,2023,https://dblp.org/rec/journals/jksucis/BoumahdiOCHM23,101544,35
ijkl,New architecture of enterprise social networks for knowledge sharing within engineering school.,2000032,2022,https://dblp.org/rec/journals/ijkl/LadegC22,16-34,15
worldcist,Parabolic Threshold Discretization for Big Data.,2000032,2022,https://dblp.org/rec/conf/worldcist/LounesROCH22,66-74,
worldcist,Big Data Stream Discretization Using ChiMerge Algorithm.,2000032,2021,https://dblp.org/rec/conf/worldcist/SafsafLHC21,527-534,
ao,OntoGamif: A modular ontology for integrated gamification.,2000032,2019,https://dblp.org/rec/journals/ao/BouzidiNNC19,215-249,14
dke,: Towards an automated hybrid approach for building XML data warehouses.,2000032,2019,https://dblp.org/rec/journals/dke/OuaretBBC19,60-82,120
is,EXODuS: Exploratory OLAP over Document Stores.,2000032,2019,https://dblp.org/rec/journals/is/ChouderRC19,44-57,79
icbdt,A Toolbox for Information System Evaluation.,2000032,2019,https://dblp.org/rec/conf/icbdt/TaibouniC19,283-290,
icist2,An architectural framework for gamified information systems.,2000032,2019,https://dblp.org/rec/conf/icist2/BouzidiBNC19,13:1-13:5,
ijbis,EI-Annotate: an adaptive collective memory based on annotation ontology and context for decision making in economic intelligence.,2000032,2018,https://dblp.org/rec/journals/ijbis/AissaANC18,207-232,29
worldcist,From KDD to KUBD: Big Data Characteristics Within the KDD Process Steps.,2000032,2018,https://dblp.org/rec/conf/worldcist/LounesOCH18,931-937,
jdiq,QDflows: A System Driven by Knowledge Bases for Designing Quality-Aware Data flows.,2000032,2017,https://dblp.org/rec/journals/jdiq/AbdellaouiNC17,14:1-14:39,8
edbt,Enabling Self-Service BI on Document Stores.,2000032,2017,https://dblp.org/rec/conf/edbt/ChouderRC17,,
soca,SOA,2000032,2016,https://dblp.org/rec/journals/soca/BoumahdiCGG16,35-53,10
ijmso,Reconciliation model of heterogeneous information in decisional information systems.,2000032,2015,https://dblp.org/rec/journals/ijmso/FarehBC15,37-54,10
ciia,Requirement Analysis in Data Warehouses to Support External Information.,2000032,2015,https://dblp.org/rec/conf/ciia/ChouderCS15,243-253,
ciia,Engineering the Requirements of Data Warehouses: A Comparative Study of Goal-Oriented Approaches.,2000032,2015,https://dblp.org/rec/conf/ciia/SetraCC15,254-265,
